_RAJ2000, _DEJ2000, ObjType, ObjName, RAICRS, DEICRS, plx, e_plx, r_plx, pmRA, e_pmRA, pmDE, e_pmDE, r_pmDE, RV, e_RV, r_RV, SpType, GCode, Gmag, Gest, GBPmag, GRPmag, Umag, Bmag, Vmag, Rmag, Imag, Jmag, Hmag, Ksmag, GaiaDR2, GaiaEDR3, SIMBAD, Common, GJ, HD, HIP
344.10021898564, -31.56556405119, *     , alf PsA B                   , 344.101941402, -31.566268962, 131.5525,   0.0275, 2020yCat.1350....0G            ,    330.203378819,      0.023418890,   -158.602334144,      0.028369356, 2020yCat.1350....0G           ,    7.1530,    0.0040, 2018A&A...616A...7S, K4      ,  3,  6.09186,       ,  6.68665,  5.34634,       ,  7.580,  6.480,       ,       ,  4.533,  3.804,  3.805, 6604147121141267712, 6604147121141267712, alf PsA B                 , Fomalhaut B      , GJ 879    , HD 216803   , HIP 113283
342.01872020860, -24.36881049856, LM    , alf PsA C                   , 342.020338172, -24.369627418, 130.2707,   0.0325, 2020yCat.1350....0G            ,    331.608703058,      0.030834762,   -183.804942910,      0.030936169, 2020yCat.1350....0G           ,    6.5000,    0.5000, 2013AJ....146..154M, M4e     ,  3, 11.12923,       , 12.87780,  9.86308,       , 14.301, 12.624, 12.216,  9.674,  8.075,  7.527,  7.206, 6623351805412369024, 6623351805412369024, alf PsA C                 , Fomalhaut C      ,           ,             , 
017.06792893916, +54.92015588968, *     , GJ 53 A                     , 017.094749861, +54.913203978, 130.2881,   0.4348, 2020yCat.1350....0G            ,   3468.251393147,      0.353646500,  -1564.844447312,      0.365201440, 2020yCat.1350....0G           ,  -98.1000,    0.0900, 2004A&A...424..727P, G5      ,  3,  4.94801,       ,  5.32661,  4.40438,  5.930,  5.860,  5.170,  4.550,  4.130,  4.030,  3.600,  3.500,                    ,  411413822074322432, GJ 53 A                   ,                  , GJ 53 A   , HD 6582 A   , HIP 5336
017.06792893916, +54.92015588968, LM    , GJ 53 B                     , 017.094749861, +54.913203978, 130.2881,   0.4348, FROM:GJ53A                     ,   3468.251393147,      0.353646500,  -1564.844447312,      0.365201440, FROM:GJ53A                    ,          ,          ,                    , M4?     , 10,         ,  10.55,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , GJ 53 B                   ,                  , GJ 53 B   , HD 6582 B   , 
041.06462392006, +25.52336523493, LM    , VX Ari                      , 041.068881780, +25.521751094, 130.1956,   0.0281, 2020yCat.1350....0G            ,    864.525126025,      0.028395249,   -363.195550868,      0.025922759, 2020yCat.1350....0G           ,   30.5760,    0.0019, 2018A&A...616A...7S, M3      ,  3,  9.46729,       , 10.81653,  8.31632, 13.363, 12.141, 10.563,  9.490,  8.115,  6.752,  6.197,  5.961,  114207651462714880,  114207651462714880, VX Ari                    ,                  , GJ 109    ,             , HIP 12781
282.07307228186, +07.68921847306, LM    , G 141-36                    , 282.074758745, +07.690323895, 131.2790,   0.0398, 2020yCat.1350....0G            ,    376.042303291,      0.043052584,    248.719196942,      0.037556667, 2020yCat.1350....0G           ,  -34.4550,    0.0200, 2020A&A...636A..36L, M5      ,  3, 12.29688,       , 14.45840, 10.94555,       , 15.600,       , 13.817,       ,  8.853,  8.261,  7.913, 4286249341336984576, 4286249341336984576, G 141-36                  ,                  ,           ,             , 
202.49910791447, +10.37716237003, LM    , BD+11 2576                  , 202.504201633, +10.372389574, 131.1013,   0.0270, 2020yCat.1350....0G            ,   1127.340533204,      0.027238062,  -1073.888136485,      0.013986018, 2020yCat.1350....0G           ,   14.5600,    0.0011, 2018A&A...616A...7S, M1e     ,  3,  8.20529,       ,  9.26671,  7.17884, 11.728, 10.524,  9.029,  8.070,  7.013,  5.902,  5.300,  5.036, 3738099879558957952, 3738099879558957952, BD+11 2576                ,                  , GJ 514    ,             , HIP 65859
264.64696264532, +27.55065290189, BD    , WISE J173835.53+273259.0    , 264.648568000, +27.549203000, 130.9000,   2.1000, 2021ApJS..253....7K            ,    337.100000000,      0.800000000,   -343.400000000,      0.800000000, 2021ApJS..253....7K           ,          ,          ,                    , Y0      , 20,         ,  24.46,         ,         ,       ,       ,       ,       ,       , 19.470, 20.240, 20.580,                    ,                    , WISE J173835.53+273259.0  ,                  ,           ,             , 
274.73846909080, +66.19258453530, LM    , G 258-33                    , 274.743256479, +66.190616655, 130.8531,   0.0217, 2020yCat.1350....0G            ,    434.811349838,      0.030415684,   -442.789687914,      0.028743299, 2020yCat.1350....0G           ,    5.3550,    0.0490, 2020A&A...636A..36L, M4.5    ,  3, 11.91171,       , 13.75269, 10.62383,       , 15.290,       , 13.096,       ,  8.740,  8.264,  7.948, 2257597439718033536, 2257597439718033536, G 258-33                  ,                  , GJ 4053   ,             , 
025.62401052109, +20.26851268244, *     , 107 Psc                     , 025.622585686, +20.265519182, 130.8234,   0.1532, 2020yCat.1350....0G            ,   -300.736918401,      0.136648030,   -673.538895272,      0.105624950, 2020yCat.1350....0G           ,  -33.6190,    0.0040, 2018A&A...616A...7S, K0      ,  3,  4.99968,       ,  5.43982,  4.41733,  6.570,  6.080,  5.240,  4.550,  4.120,  3.830,  3.390,  3.250,   96331172942614528,   96331172942614528, 107 Psc                   ,                  , GJ 68     , HD 10476    , HIP 7981
358.51007576963, +02.67181781706, BD    , WISEA J235402.79+024014.1   , 358.512498000, +02.669898000, 130.6000,   3.3000, 2021ApJS..253....7K            ,    503.500000000,      2.200000000,   -399.500000000,      2.300000000, 2021ApJS..253....7K           ,          ,          ,                    , Y1      , 20,         ,  24.42,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , WISEA J235402.79+024014.1 ,                  ,           ,             , 
358.51007576963, +02.67181781706, BD    , WISE J081117.81-805141.3    , 358.512498000, +02.669898000, 130.6000,   3.3000, 2021ApJS..253....7K            ,    503.500000000,      2.200000000,   -399.500000000,      2.300000000, 2021ApJS..253....7K           ,          ,          ,                    , Y1      , 20,         ,  24.42,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , WISE J081117.81-805141.3  ,                  ,           ,             , 
330.62243457618, -37.08091797951, LM    , L 499-56                    , 330.626923043, -37.081939137, 130.4186,   0.0534, 2020yCat.1350....0G            ,    805.686865356,      0.045148376,   -229.741406647,      0.035757963, 2020yCat.1350....0G           ,          ,          ,                    , M3      ,  3, 10.46742,       , 12.00924,  9.25388,       , 12.800,       , 11.420,       ,  7.602,  7.015,  6.718,                    , 6575069780231675264, L 499-56                  ,                  , GJ 4248   ,             , 
279.23473478700, +38.78368895600, *     , alf Lyr                     , 279.234734787, +38.783688956, 130.2300,   0.3600, 2007A&A...474..653V            ,    200.940000000,      0.320000000,    286.230000000,      0.400000000, 2007A&A...474..653V           ,  -20.6000,    0.2000, 2006AstL...32..759G, A0      , 10,         ,   0.98,         ,         ,  0.030,  0.030,  0.030,  0.070,  0.100, -0.177, -0.029,  0.129,                    ,                    , alf Lyr                   , Vega             , GJ 721    , HD 172167   , HIP 91262
153.07361769773, -03.74566447294, LM    , AN Sex                      , 153.072937310, -03.746747553, 129.7544,   0.0252, 2020yCat.1350....0G            ,   -152.760223909,      0.027702224,   -243.692955388,      0.027694264, 2020yCat.1350....0G           ,    7.9460,    0.0008, 2018A&A...616A...7S, M1.5    ,  3,  8.33176,       ,  9.49167,  7.25718, 11.941, 10.757,  9.264,  8.258,  7.066,  5.888,  5.258,  5.015, 3828238392559860992, 3828238392559860992, AN Sex                    ,                  , GJ 382    ,             , HIP 49986
261.43846845969, +02.11142325912, *     , HD 157881                   , 261.435887487, +02.106157763, 129.6459,   0.0175, 2020yCat.1350....0G            ,   -580.324590069,      0.017072828,  -1184.737112139,      0.012825787, 2020yCat.1350....0G           ,  -23.5230,    0.0016, 2018A&A...616A...7S, K7      ,  3,  6.93447,       ,  7.75476,  6.04712, 10.126,  8.865,  7.560,  6.649,  5.890,  4.934,  4.341,  4.140, 4375233191015944192, 4375233191015944192, HD 157881                 ,                  , GJ 673    , HD 157881   , HIP 85295
194.76987486621, -43.60678764607, LM    , SIPS J1259-4336             , 194.776644553, -43.607963563, 129.4288,   0.0620, 2020yCat.1350....0G            ,   1102.919308411,      0.063425970,   -264.536370903,      0.049224913, 2020yCat.1350....0G           ,          ,          ,                    , M8      ,  3, 14.83373,       , 18.27654, 13.30796,       ,       ,       ,       ,       , 10.534,  9.954,  9.520, 6135947032490329472, 6135947032490329472, SIPS J1259-4336           ,                  ,           ,             , 
006.18407287905, -27.14035089793, LM    , LP 881-64 A                 , 006.183609707, -27.137257760, 129.3167,   0.1256, 2020yCat.1350....0G            ,    -92.738923062,      0.110821200,    695.956205626,      0.117091150, 2020yCat.1350....0G           ,  -35.1000,    3.0000, 2009ApJ...705.1416R, M5.5    ,  3, 13.15874,       , 15.55330, 11.58688,       , 17.180, 15.338, 13.502, 11.403,  9.254,  8.547,  8.241,                    , 2322561156529549440, LP 881-64                 ,                  , GJ 2005   ,             , 
006.18407287905, -27.14035089793, LM    , LP 881-64 B                 , 006.183609707, -27.137257760, 129.3167,   0.1256, FROM:L881-64A                  ,    -92.738923062,      0.110821200,    695.956205626,      0.117091150, FROM:L881-64                  ,          ,          ,                    , M9.5    , 10,         ,  15.32,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , LP 881-64                 ,                  ,           ,             , 
006.18407287905, -27.14035089793, LM    , LP 881-64 C                 , 006.183609707, -27.137257760, 129.3167,   0.1256, FROM:L881-64A                  ,    -92.738923062,      0.110821200,    695.956205626,      0.117091150, FROM:L881-64                  ,          ,          ,                    , L0      , 10,         ,  15.76,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , LP 881-64                 ,                  ,           ,             , 
090.29602297698, +59.59719001806, LM    , G 192-13                    , 090.295101358, +59.593062786, 129.3014,   0.0283, 2020yCat.1350....0G            ,   -104.942093746,      0.022754014,   -928.627942230,      0.025025109, 2020yCat.1350....0G           ,    2.0020,    0.0076, 2018A&A...616A...7S, M4e     ,  3, 10.41720,       , 11.98765,  9.19653,       , 13.310,       , 10.700,       ,  7.465,  6.949,  6.639,  999747822484300800,  999747822484300800, G 192-13                  ,                  , GJ 3378   ,             , 
271.28157813321, -03.03131921812, LM    , HD 165222                   , 271.284113837, -03.032798002, 129.2184,   0.0256, 2020yCat.1350....0G            ,    569.735050001,      0.023447536,   -332.725705842,      0.019412440, 2020yCat.1350....0G           ,   32.6880,    0.0006, 2018A&A...616A...7S, M0      ,  3,  8.51939,       ,  9.60245,  7.48293, 12.090, 10.878,  9.360,  8.385,  7.304,  6.161,  5.570,  5.306, 4177731838628465408, 4177731838628465408, HD 165222                 ,                  , GJ 701    , HD 165222   , HIP 88574
104.87006874673, +19.34884940975, LM    , G 109-35                    , 104.874351158, +19.344873685, 128.9866,   0.0607, 2020yCat.1350....0G            ,    909.120518260,      0.062004723,   -894.549325883,      0.051228162, 2020yCat.1350....0G           ,  -29.5100,    0.0200, 2020A&A...636A..36L, M5      ,  3, 12.77640,       , 15.12756, 11.39086,       , 16.780,       , 10.600,       ,  9.160,  8.547,  8.230, 3365063724883180288, 3365063724883180288, G 109-35                  ,                  , GJ 1093   ,             , 
270.56918278113, +64.26228933339, LM    , G 227-22                    , 270.571192821, +64.260583619, 128.3057,   0.0319, 2020yCat.1350....0G            ,    196.394388083,      0.041411985,   -383.788841678,      0.039699703, 2020yCat.1350....0G           ,   -1.6270,    0.0500, 2020A&A...636A..36L, M5      ,  3, 11.75808,       , 13.70730, 10.44839,       , 14.740,       , 13.010,       ,  8.541,  7.962,  7.652, 2161121135533953536, 2161121135533953536, G 227-22                  ,                  ,           ,             , 
270.11032772446, +01.58247084718, BD    , WISEP J180026.60+013453.1   , 270.111144630, +01.580763700, 128.0546,   0.5101, 2020yCat.1350....0G            ,    183.733645975,      0.525521400,   -384.108152026,      0.441602650, 2020yCat.1350....0G           ,   -5.1000,    0.7000, 2015AJ....150..179G, L7.5    ,  3, 19.57493,       , 21.61245, 17.87589,       ,       ,       ,       ,       , 14.298, 13.120, 12.421, 4468009917744160000, 4468009917744160000, WISEP J180026.60+013453.1 ,                  ,           ,             , 
246.03881012179, +48.35308726999, LM    , GJ 623 A                    , 246.046509583, +48.350869398, 127.4785,   0.4818, 2018yCat.1345....0G            ,   1151.232000000,      0.932000000,   -499.079000000,      0.929000000, 2018yCat.1345....0G           ,  -28.0600,    0.5900, 2018yCat.1345....0G, M3e     ,  3,  9.25360,       , 10.53268,  8.13169,       , 12.099,       ,       ,       ,  6.638,  6.141,  5.915, 1411178510887026048, 1411178510887026048, GJ 623 A                  ,                  , GJ 623    ,             , HIP 80346
246.03881012179, +48.35308726999, LM?   , GJ 623 B                    , 246.046509583, +48.350869398, 127.4785,   0.4818, FROM:GJ623A                    ,   1151.232000000,      0.932000000,   -499.079000000,      0.929000000, FROM:GJ623A                   ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , GJ 623 B                  ,                  ,           ,             , 
017.59533795438, -67.44498654097, LM    , CD-68 47 A                  , 017.599901081, -67.442390912, 126.9000,   0.4000, 2016AJ....152..141B            ,    393.813000000,      1.911000000,    584.031000000,      1.945000000, 2018yCat.1345....0G           ,   26.0000,    7.9000, 2007AN....328..889K, M2.5    ,  3,  8.74208,       , 10.04748,  7.54222, 12.515, 11.368,  9.824,  8.730,  7.353,  5.997,  5.409,  5.132, 4704272495284592512, 4704272495284592512, CD-68 47                  ,                  , GJ 54     ,             , HIP 5496
017.59533795438, -67.44498654097, LM?   , CD-68 47 B                  , 017.599901081, -67.442390912, 126.9000,   0.4000, FROM:CD-6847A                  ,    393.813000000,      1.911000000,    584.031000000,      1.945000000, FROM:CD-6847                  ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       , 10.854,       ,       ,       ,       ,       ,                    ,                    , CD-68 47                  ,                  ,           ,             , 
001.31924566739, +37.62312026488, BD    , WISE J000517.48+373720.5    , 001.324667000, +37.621951000, 126.9000,   2.1000, 2021ApJS..253....7K            ,    997.300000000,      1.000000000,   -271.600000000,      1.000000000, 2021ApJS..253....7K           ,          ,          ,                    , T9      , 20,         ,  25.26,         ,         ,       ,       ,       ,       ,       , 18.330, 18.100,       ,                    ,                    , WISE J000517.48+373720.5  ,                  ,           ,             , 
112.25010400000, -39.90122200000, BD    , 2MASS J07290002-3954043     , 112.250104000, -39.901222000, 126.3000,   8.3000, 2012ApJ...752...56F            ,   -566.600000000,      5.300000000,   1643.400000000,      5.500000000, 2012ApJ...752...56F           ,          ,          ,                    , T8pec   , 20,         ,  24.49,         ,         ,       ,       ,       ,       ,       , 15.920, 15.979, 15.290,                    ,                    , 2MASS J07290002-3954043   ,                  ,           ,             , 
271.88682379419, -15.96307455526, LM    , G 154-44                    , 271.883965088, -15.964616826, 125.4509,   0.0306, 2020yCat.1350....0G            ,   -618.406202305,      0.033321004,   -347.006672715,      0.026892308, 2020yCat.1350....0G           ,  -33.2000,    0.0240, 2020A&A...636A..36L, M4e     ,  3, 11.86303,       , 13.77987, 10.56031,       , 15.440, 13.480, 12.080, 10.310,  8.639,  8.085,  7.827, 4145870293808914688, 4145870293808914688, G 154-44                  ,                  , GJ 1224   ,             , 
115.04919655148, -42.96119221589, LM    , SCR J0740-4257              , 115.046260423, -42.958948812, 125.3028,   0.0215, 2020yCat.1350....0G            ,   -483.458453281,      0.024456015,    504.774317401,      0.024794802, 2020yCat.1350....0G           ,          ,          ,                    , M4.5    ,  3, 12.03077,       , 14.07336, 10.69994,       , 15.500, 13.835, 12.360, 10.500,  8.681,  8.092,  7.768, 5535361753834861312, 5535361753834861312, SCR J0740-4257            ,                  ,           ,             , 
322.82735933423, -09.79069389534, LM    , GJ 831 A                    , 322.832981259, -09.790965346, 125.3000,   0.3000, 2016AJ....152..141B            ,   1246.510000000,      0.947000000,    -61.066000000,      0.800000000, 2018yCat.1345....0G           ,  -57.7000,    0.6000, 2006AstL...32..759G, M4.5    ,  3, 10.47110,       , 12.24492,  9.16205, 14.901, 13.670, 12.006, 10.708,  9.038,  7.316,  6.701,  6.379, 6894054664842632448, 6894054664842632448, GJ 831 A                  , BB Cap A         , GJ 831 A  ,             , HIP 106255
322.82735933423, -09.79069389534, LM?   , GJ 831 B                    , 322.832981259, -09.790965346, 125.3000,   0.3000, FROM:GJ831A                    ,   1246.510000000,      0.947000000,    -61.066000000,      0.800000000, FROM:GJ831A                   ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , GJ 831 B                  , BB Cap B         , GJ 831 B  ,             , 
072.46004668793, +06.96127795109, *     , pi.03 Ori                   , 072.462124021, +06.961331009, 124.6198,   0.2246, 2020yCat.1350....0G            ,    463.954403485,      0.237093240,     11.937009937,      0.180544390, 2020yCat.1350....0G           ,   22.4110,    0.5200, 2017AJ....153...75K, F6      ,  3,  3.08792,       ,  3.51397,  2.70815,  3.620,  3.630,  3.190,  2.770,  2.510,  2.360,  2.150,  2.050, 3288921720024442496, 3288921720025503360, pi.03 Ori                 , Tabit            , GJ 178    , HD 30652    , HIP 22449
104.44427172697, -44.29117835749, LM    , CD-44 3045 A                , 104.437329546, -44.291396054, 124.5695,   0.0495, 2020yCat.1350....0G            ,  -1118.073360882,      0.063053550,    -48.934413882,      0.067031786, 2020yCat.1350....0G           ,  -20.3000,   10.0000, 1996AJ....112.2799H, M3      ,  3, 10.41821,       , 11.82346,  9.18865, 13.694, 12.537, 10.846,  9.717,  8.316,  6.883,  6.365,  6.056, 5559035514779133056, 5559035514779971456, CD-44 3045 A              ,                  , GJ 257 A  ,             , HIP 33499
104.44375008637, -44.29109388349, LM    , CD-44 3045 B                , 104.436471908, -44.291651314, 124.3569,   0.0399, 2020yCat.1350....0G            ,  -1172.189127304,      0.050886545,   -125.369875304,      0.050508960, 2020yCat.1350....0G           ,          ,          ,                    , M3      ,  3, 10.38196,       , 11.80021,  9.16043,       , 13.810, 11.290,       ,       ,       ,       ,       , 5559035514776717312, 5559035514776717312, CD-44 3045 B              ,                  , GJ 257 B  ,             , 
177.74050219099, +48.37737810690, LM    , GJ 1151                     , 177.730163812, +48.373099797, 124.3378,   0.0549, 2020yCat.1350....0G            ,  -1545.068861104,      0.023162248,   -962.723933106,      0.053563867, 2020yCat.1350....0G           ,  -35.3250,    0.0201, 2018A&A...616A...7S, M4.5    ,  3, 11.68471,       , 13.52943, 10.38738,       , 15.100,       , 12.300,       ,  8.488,  7.952,  7.637,  786834302079285632,  786834302080370304, G 122-49                  ,                  , GJ 1151   ,             , 
190.19287249386, -43.56638659386, LM    , L 399-68                    , 190.188075269, -43.563321977, 124.1851,   0.0295, 2020yCat.1350....0G            ,   -782.089989186,      0.024142688,    689.561358562,      0.025805640, 2020yCat.1350....0G           ,  -35.2940,    0.0010, 2018A&A...616A...7S, M3      ,  3, 10.98348,       , 12.46022,  9.79697, 15.365, 13.969, 12.239, 11.075,  9.619,  8.217,  7.703,  7.413, 6133474952391837824, 6133474952391837824, L 399-68                  ,                  , GJ 480.1  ,             , HIP 61874
275.26407916781, +72.73283191418, *     , chi Dra A                   , 275.272033052, +72.731277804, 124.1100,   0.8700, 2007A&A...474..653V            ,    531.210000000,      1.030000000,   -349.710000000,      0.940000000, 2007A&A...474..653V           ,   31.9000,    0.1400, 2004A&A...424..727P, F7      ,  3,  3.38770,       ,  3.80050,  2.96137,  4.010,  4.070,  3.580,  3.140,  2.830,  2.500,  2.220,  2.180, 2266693630693473024, 2266693630693936512, chi Dra A                 ,                  , GJ 713 A  , HD 170153 A , HIP 89937
275.26407916781, +72.73283191418, *     , chi Dra B                   , 275.272033052, +72.731277804, 124.1100,   0.8700, FROM:chiDraA                   ,    531.210000000,      1.030000000,   -349.710000000,      0.940000000, FROM:chiDraA                  ,          ,          ,                    , K0      , 10,         ,   4.66,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , chi Dra B                 ,                  , GJ 713 B  , HD 170153 B , 
191.98593570563, +09.75139879620, LM    , GJ 486                      , 191.981388825, +09.749354231, 123.7756,   0.0329, 2020yCat.1350....0G            ,  -1008.267067200,      0.040299945,   -460.033946084,      0.032798660, 2020yCat.1350....0G           ,   19.1060,    0.0128, 2018A&A...616A...7S, M3.5e   ,  3, 10.10514,       , 11.64265,  8.88834, 14.088, 12.958, 11.395, 10.235,  8.707,  7.195,  6.666,  6.362, 3735000631158990976, 3735000631158990976, Wolf 437                  ,                  , GJ 486    ,             , HIP 62452
191.98138882500, +09.74935423100, Planet, GJ 486 b                    , 191.981388825, +09.749354231, 123.7756,   0.0329, FROM:GJ486                     ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
327.06791107860, +40.06648106993, BD    , 2MASSW J2148162+400359      , 327.072395464, +40.068517793, 123.6752,   0.3595, 2020yCat.1350....0G            ,    772.175608915,      0.362161700,    458.243239855,      0.353717680, 2020yCat.1350....0G           ,  -14.5200,    0.7100, 2016ApJS..225...10F, L7      ,  3, 19.81809,       , 21.34494, 18.19910,       ,       ,       ,       ,       , 14.147, 12.780, 11.765, 1954170404122975232, 1954170404122975232, 2MASSW J2148162+400359    ,                  ,           ,             , 
307.63352248705, +65.44955871011, LM    , G 262-15                    , 307.638263975, +65.450818134, 123.6547,   0.0148, 2020yCat.1350....0G            ,    443.263646616,      0.018659608,    283.353691405,      0.017374905, 2020yCat.1350....0G           ,   10.5780,    0.0058, 2018A&A...616A...7S, M2.5    ,  3,  9.43527,       , 10.76966,  8.28563,       , 12.000,       , 10.124,       ,  6.735,  6.136,  5.933, 2246206567973292160, 2246206567973292160, G 262-15                  ,                  , GJ 793    ,             , HIP 101180
183.56895400930, +00.62398956898, LM    , G 13-22                     , 183.564725600, +00.622727129, 123.6430,   0.0449, 2020yCat.1350....0G            ,   -951.335674088,      0.056389533,   -284.049377407,      0.038930696, 2020yCat.1350....0G           ,  -12.8700,    0.1500, 2010MNRAS.407.2269M, M4.5e   ,  3, 11.82869,       , 13.85939, 10.49065,       , 15.400,       , 13.309,       ,  8.456,  7.860,  7.540, 3698534434669937024, 3698534434669937024, G 13-22                   ,                  , GJ 1154   ,             , 
123.17037072044, -21.55193959993, LM    , L 674-15                    , 123.170435032, -21.555023986, 123.2033,   0.0236, 2020yCat.1350....0G            ,     13.458423374,      0.017252990,   -693.986864442,      0.019097650, 2020yCat.1350....0G           ,    8.6800,    0.0240, 2020A&A...636A..36L, M3.5    ,  3, 10.67168,       , 12.36342,  9.41619,       , 13.810, 12.130, 11.750,  9.240,  7.601,  6.964,  6.705, 5700706729031126656, 5700706729031126656, L 674-15                  ,                  , GJ 300    ,             , 
089.10608328706, +05.36345643758, WD    , EGGR 290                    , 089.104098220, +05.359344709, 123.1989,   0.0170, 2020yCat.1350....0G            ,   -444.684604447,      0.017798543,   -925.139652038,      0.015032777, 2020yCat.1350....0G           ,          ,          ,                    , DA8P    ,  3, 13.96738,       , 14.29630, 13.46538,       , 14.770, 14.130, 14.000,       , 12.930, 12.720, 12.653,                    , 3320184202856435840, EGGR 290                  ,                  , GJ 1087   ,             , 
008.71476592250, +05.38470874308, BD    , 2MASS J00345157+0523050     , 008.717679000, +05.385476000, 118.8000,   2.7000, 2021ApJS..253....7K            ,    673.600000000,      1.300000000,    178.200000000,      1.500000000, 2021ApJS..253....7K           ,          ,          ,                    , T6.5    , 20,         ,  24.88,         ,         ,       ,       ,       ,       ,       , 15.140, 15.576, 16.073,                    ,                    , 2MASS J00345157+0523050   ,                  ,           ,             , 
327.90965950060, +59.29439987596, LM    , IRAS 21500+5903             , 327.908970239, +59.294446620, 123.0568,   0.5944, 2018yCat.1345....0G            ,    -79.190000000,      1.186000000,     10.517000000,      1.173000000, 2018yCat.1345....0G           ,          ,          ,                    , M2?     ,  3,  9.40860,       , 10.84188,  8.19868,       , 11.880, 10.640,       ,       ,  6.529,  5.860,  5.651, 2202703050388170880, 2202703050388170880, IRAS 21500+5903           ,                  ,           ,             , 
327.91711538406, +59.29301527710, WD    , UCAC4 747-070768            , 327.916360419, +59.292929783, 118.1551,   0.0155, 2020yCat.1350....0G            ,    -86.742270088,      0.018263930,    -19.236664849,      0.018065205, 2020yCat.1350....0G           ,          ,          ,                    , DAH     ,  3, 14.37311,       , 14.81350, 13.76292,       ,       ,       , 14.510,       , 12.972, 12.803, 12.654, 2202703050401536000, 2202703050401536000, UCAC4 747-070768          ,                  ,           ,             , 
264.47227850699, +18.59171224790, LM    , GJ 686                      , 264.476623652, +18.596087654, 122.5546,   0.0176, 2020yCat.1350....0G            ,    926.638116637,      0.015803570,    984.455172787,      0.018191148, 2020yCat.1350....0G           ,   -9.5100,    0.0008, 2018A&A...616A...7S, M1.5e   ,  3,  8.74288,       ,  9.82103,  7.71077, 12.315, 11.109,  9.577,  8.599,  7.525,  6.360,  5.790,  5.572, 4550763526539955712, 4550763526539955712, BD+18 3421                ,                  , GJ 686    ,             , HIP 86287
264.47662365200, +18.59608765400, Planet, GJ 686 b                    , 264.476623652, +18.596087654, 122.5546,   0.0176, FROM:GJ686                     ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
118.28393292520, -67.79205055884, WD    , LAWD 26                     , 118.301184457, -67.798672450, 122.4130,   0.0114, 2020yCat.1350....0G            ,   1467.123386665,      0.014066140,  -1489.721029083,      0.015046423, 2020yCat.1350....0G           ,          ,          ,                    , DA      ,  3, 13.77751,       , 14.12093, 13.26163,       , 14.750, 14.090,       ,       , 12.726, 12.476, 12.362, 5273943488410008832, 5273943488410008832, LAWD 26                   ,                  , GJ 293    ,             , 
080.36223900064, +36.68343215863, BD    , UGPS J052127.27+364048.6    , 080.363625000, +36.680167000, 122.2000,   1.6000, 2019ApJS..240...19K            ,    513.000000000,     10.000000000,  -1507.000000000,     10.000000000, 2011MNRAS.414L..90B           ,          ,          ,                    , T8.5    , 20,         ,  24.51,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , UGPS J052127.27+364048.6  ,                  ,           ,             , 
024.94818630518, -56.19644810923, *     , GJ 66 A                     , 024.950656624, -56.196400066, 122.0035,   0.0319, 2020yCat.1350....0G            ,    309.229825857,      0.028642820,     10.815266220,      0.031780697, 2020yCat.1350....0G           ,   23.4800,    0.1700, 2005ApJS..159..141V, K2      ,  3,  5.62549,       ,  6.09000,  4.99580,       ,  6.692,  5.797,       ,       ,  4.040,       ,  3.510, 4911306239828325760, 4911306239828325760, GJ 66 A                   ,                  , GJ 66 A   , HD 10361    , 
024.94921965693, -56.19331786192, *     , GJ 66 B                     , 024.951317416, -56.193251385, 122.1088,   0.0365, 2020yCat.1350....0G            ,    262.614930347,      0.032002505,     14.961300713,      0.035700430, 2020yCat.1350....0G           ,          ,          ,                    , K2      ,  3,  5.50830,       ,  5.95699,  4.88621,       ,  6.549,  5.685,  6.360,       ,  3.570,       ,  3.560, 4911306239828325632, 4911306239828325632, GJ 66 B                   ,                  , GJ 66 B   , HD 10360    , 
030.15953458445, -55.96795135787, LM    , L 173-19                    , 030.160435097, -55.968260513, 121.7084,   0.0319, 2020yCat.1350....0G            ,    113.394990917,      0.031165347,    -69.559166051,      0.037995238, 2020yCat.1350....0G           ,    1.5590,    2.0370, 2013AJ....146..134K, M2      ,  3, 10.55713,       , 12.12161,  9.33587,       , 13.467, 12.900,       ,       ,  7.625,  7.088,  6.773, 4719430083410927232, 4719430087707860736, L 173-19                  ,                  ,           ,             , 
